name,sku,cost,manufacturer,bullets,Image_URL,description,Specsheet_URL,Warranty_URL,Manual_URL
"CBB-60 60"" Black Counter Height Narrow Solid Door Back Bar Refrigerator",CBB-60,1100,COLDLINE,"
                            <ul>
 	<li>Swing solid doors</li>
 	<li>Durable stainless steel top, interior walls, floor and ceiling</li>
 	<li>Exterior construction is attractive corrosion resistant vinyl on steel in black finish</li>
 	<li>Refrigeration system keeps food at safe temperatures between 33°F and 41°F (0.5°C to 5°C)</li>
 	<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency</li>
 	<li>Recessed door handle</li>
 	<li>Adjustable leveling feet</li>
 	<li>Adjustable heavy-duty PVC coated shelves</li>
 	<li>Self-closing doors with locks and keys included</li>
 	<li>LED interior lighting</li>
 	<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
 	<li>Hydro-Carbon R290 refrigerant</li>
 	<li>Equipped with NEMA 5-15P plug</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/cbb-60_backbar-soliddoor_angle_130x.jpg?v=1755657564,"
      This 60"" black swing solid door back bar cooler has 15.8 cubic feet of space and includes 4 corrosion-resistant shelves. The 1.5"" stainless stop can be used as a work surface or go under the counter. Brilliant LED lighting, self-closing doors with locks, and a reliable 1/5 HP compressor rounds out an impressive spec list. Perfect for any bar or restaurant.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cbb-60-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/backbar-dispenser-series-manual.pdf
CDD-48 48″ Refrigerated Direct Draw Beer Dispenser with 1 Spout - 11.8 Cu. Ft.,CDD-48,1113,COLDLINE,"
                            <ul>
<li>Durable stainless steel top, interior walls, floor, and ceiling</li>
<li>Exterior construction is attractive corrosion resistant vinyl on steel in black finish</li>
<li>Refrigeration system keeps the drinks at safe temperatures between 33°F and 41°F</li>
<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency<br>
</li>
<li>Adjustable heavy-duty PVC coated shelves</li>
<li>Self-closing doors with locks</li>
<li>LED interior lighting</li>
<li>Hydro-Carbon R290 refrigerant, which is environmentally friendly and more efficient than R134a/R404a refrigerant</li>
<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/cdd-48-beer-dispenser-angle_130x.jpg?v=1755595516,"
      This Coldline beer dispenser is ideal for bars and restaurants that need to store draft beer “on tap.” Hold barrels or wall kegs in refrigerated sections, and keep your customer’s favorite brew flowing on-demand. Coldline draft beer dispensers are equipped with electronic temperature control to keep the product at the ideal refrigeration point. Interior LED lighting, self-closing doors, and adjustable PVC shelves all make this unit a reliable commercial refrigerated beer dispenser for any bar service.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cdd-48-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/backbar-dispenser-series-manual.pdf
"BBC-65 65"" Horizontal Reach-In Black Bottle Cooler - 18 Cu. Ft.",BBC-65,1124,COLDLINE,"
                            <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Durable stainless steel top</li>
<li data-mce-fragment=""1"">Black coated steel exterior</li>
<li data-mce-fragment=""1"">Coated aluminum interior</li>
<li data-mce-fragment=""1"">33F to 40F degree temperature range</li>
<li data-mce-fragment=""1"">Removable bottle cap opener and cap catcher with locking lid</li>
<li data-mce-fragment=""1"">Digital temperature control and display</li>
<li data-mce-fragment=""1"">Automatic defrost</li>
<li data-mce-fragment=""1"">Adjustable coated-steel dividers included</li>
<li data-mce-fragment=""1"">Foamed-in-place polyurethane insulation</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/bbc-60-mian_130x.jpg?v=1644231545,"
      This Coldline commercial horizontal bottle cooler is perfect for restaurants, delis, bakeries, or cafes. It keeps your bottles at safe temperatures.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/bbc-65-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/bbc-series-manual.pdf
"Coldline UC-48FT 48"" Undercounter Worktop Freezer",UC-48FT,1141,COLDLINE,"
                            <ul>
<li>47.25"" W Undercounter Refrigerator</li>
<li>Stay-open, self-closing doors</li>
<li>Digital temperature controller</li>
<li>430 stainless steel exterior and interior</li>
<li>Built-in recessed handle</li>
<li>Auto-defrost</li>
<li>Foamed-in-place polyurethane insulation</li>
<li>Pre-installed casters, two with brakes</li>
<li>2 Adjustable PVC-coated shelves</li>
<li>-8 to 0 degrees Fahrenheit temperature range<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/uc-48rt-front_1_1_1_130x.jpg?v=1745837726,"
      Fit your commercial freezer under a counter or worktable, or use it as a worktop freezer with the Coldline 48"" commercial undercounter freezer. Each unit features a durable stainless steel exterior and interior including a heavy duty 2"" stainless steel work surface strong enough for cutting or mixing and smooth enough to prepare foods. the 29.5"" depth is narrow enough to fit into small kitchens or even behind a bar or counter in your shop. All units come with pre-installed casters and shelves. 5"" removeable backsplash is optional.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/uc-48ft-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usrbrands.com/products/coldline-uc-48ft-48-undercounter-worktop-freezer
GRANITA-1X Single 1 Bowl Pourover Granita Slush Machine,GRANITA-1X,1151,COLDLINE,"
                            <ul>
<li>Pourover Granita / Slushy / Frozen Beverage Dispenser</li>
<li>Single 3.2 gallon (12 liter) bowl</li>
<li>Digital control includes Slush mode and Beverage mode</li>
<li>Attractive black stainless steel front</li>
<li>High-density anti-cracking polycarbonate bowls</li>
<li>Brilliant built-in LED lighting</li>
<li>Quick defrost feature speeds up the thawing process for frozen mix after service</li>
<li>Hinged lids for convenient access and effortless filling</li>
<li>Adjustable product consistency</li>
<li>Hydro-Carbon R290 refrigerant</li>
<li>Enhanced auger drive system and seal design for reliable performance</li>
<li>Transparent bowl encourages impulse purchasing</li>
<li>Slush, sorbet, margaritas and more</li>
<li>Perfect solution for restaurants, convenience stores, bars, amusement parks, kiosks, and much more<br>
</li>
</ul>
                          ",,"
      Ideal for serving frozen delights such as slushies, sorbets, granitas, and even alcoholic beverages, this granita / slushy / frozen beverage machine with digital control is guaranteed to boost beverage sales at any establishment by showcasing the enticing specialties you have available! With the ability to accommodate alcoholic mixes, this machine is perfect for bars aiming to offer alcoholic slushies, expanding their drink menu with ease!
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/granita-1x-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usrbrands.com/products/granita-1x-single-1-bowl-pourover-granita-slush-machine
"CPT-44 44"" Refrigerated Pizza Prep Table - 5 Pans",CPT-44,1189,COLDLINE,"
                            <ul>
<li>Stainless steel interior and exterior</li>
<li>Refrigeration system keeps food at safe temperatures between 33°F and 41°F (0.5°C to 5°C)</li>
<li>Self-closing doors with 90-degree stay-open feature with locks and keys included</li>
<li>Adjustable heavy-duty PVC coated shelves</li>
<li>Cutting board and pans included</li>
<li>Recessed door handle</li>
<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency</li>
<li>Pre-installed heavy-duty casters with brakes</li>
<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
<li>Hydro-Carbon R290 refrigerant</li>
<li>Equipped with NEMA 5-15P plug</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/cpt-50_angle.954_130x.jpg?v=1755591973,"
      Coldline CPT 44"" Refrigerated Pizza Prep unit features a large 20"" work surface, perfect for any business serious about pizza. The durable stainless steel unit has 7.6 cubic feet of storage capacity and can hold 5 x 1/3 size pans in under the insulated rail lid. Self-closing doors and a 33-41 degree temp range ensure your food stays in the health department safe zone.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cpt-44-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/prep-table-undercounter-series-manual.pdf
DP-360-FSG 50'' 8-Tub Ice Cream Dipping Cabinet Freezer with Sneeze Guard,DP-360-FSG,1192,COLDLINE,"
                            <ul>
<li>
<span data-mce-fragment=""1"">White Powder Coated Steel</span>&nbsp;E<span data-mce-fragment=""1"">xterior</span>
</li>
<li><span>Accommodate up to&nbsp;8 ice cream tubs</span></li>
<li>Manual temperature control</li>
<li>Flat-front glass sneeze guard</li>
<li>-15 and 8 degrees Fahrenheit</li>
<li>Interior LED lighting</li>
<li>Hydro-Carbon R290 refrigerant</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/dp-360_130x.jpg?v=1706007646,"
      Equipped with flat sneeze guard, this 50"" 8-Tub Ice Cream Dipping Cabinet Freezer ensures the hygiene and safety of your ice cream. And it's the perfect solution for displaying and serving delicious ice cream treats. This dipping cabinet freezer is designed to enhance the customer experience while keeping your frozen desserts at the perfect temperature.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/dp-360-fsg-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usrbrands.com/products/dp-360-fsg-50-8-tub-ice-cream-dipping-cabinet-freezer-with-sneeze-guard
UC-48F 48” Undercounter Work Top Freezer - 12 Cu. Ft,UC-48F,1193,COLDLINE,"
                            
<ul>
 	<li>Stainless steel exterior and interior</li>
 	<li>Refrigeration system keeps food at safe temperatures</li>
 	<li>Self-closing doors with 90 degree stay-open feature</li>
 	<li>Adjustable heavy-duty PVC coated shelves</li>
 	<li>Recessed door handle</li>
 	<li>Electronic control system</li>
 	<li>Preinstalled heavy-duty casters with brakes</li>
 	<li>Removable installation board</li>
 	<li>Hydro-Carbon R290 refrigerant</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/uc48f_front.814_130x.jpg?v=1755664326,"
      The Coldline UC 48"" is an excellent freezer for any under-counter or worktop application. This 2 door unit provides 12 cubic feet of storage and a thick 48"" stainless steel work surface. Interior and Exterior made of stainless steel. Wheels, adjustable shelves, and self-closing doors come standard on all units. Optional small casters will reduce height by 1"". Eco-friendly R290 refrigeration system maintains -8 to 0 degree temperature to keep your food in the safe zone.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/uc-48f-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/prep-table-undercounter-series-manual.pdf
C19F 29” Single Solid Door Narrow Depth Reach-In Freezer,C19F,1198,COLDLINE,"
                            <ul>
<li>Stainless steel door and exterior sides, aluminum back, bright white aluminum interior</li>
<li>Refrigeration system keeps food at safe temperatures between -8°F and 0°F (-22°C to -18°C)</li>
<li>Self-closing doors with 90 degree stay-open feature with locks and keys included</li>
<li>Adjustable heavy-duty PVC coated shelves</li>
<li>Optional glass door</li>
<li>Recessed door handle</li>
<li>Interior lighting</li>
<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency</li>
<li>Preinstalled heavy-duty casters with brakes</li>
<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
<li>Hydro-Carbon R290 refrigerant</li>
<li>Equipped with NEMA 5-15P plug<br>
</li>
</ul>
                          ",,"
      The narrow 25"" depth stainless steel reach-in commercial freezer is perfect for small restaurants, delis, or bakeries, cafes. With a spacious cabinet and adjustable shelves, the unit can still fit in narrow hallways, upstairs, or small kitchens. The 1/2+ HP compressor provides plenty of power for hot kitchens. The bottom mount raises the bottom shelf for easier access. With lockable wheels, door locks, digital temperature control, and coated corrosion resistant shelves, it has all of the features of more expensive commercial units at a reasonable price.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/c19f-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/reach-in-series-manual.pdf
"CB36 36"" 2 Drawer Stainless Steel Refrigerated Chef Base",CB36,1207,COLDLINE,"
                            <ul>
 	<li>Stainless steel interior and exterior retains attractive finish longer. Matching aluminum finished back</li>
 	<li>Stainless steel top equipped with a marine edge enables the unit's top to contain drips and spills for easy cleanup</li>
 	<li>Refrigeration system keeps food at safe temperatures between 33°F and 41°F (0.5°C to 5°C)</li>
 	<li>Preinstalled heavy-duty casters with brakes</li>
 	<li>Heavy-duty pull handles</li>
 	<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency</li>
 	<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
 	<li>These units are HYDRO-CARBON R290 refrigerant, which is environmentally friendly and more efficient than R134a/R404a refrigerant</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/products/cb36_130x.jpg?v=1612898268,"
      This Coldline chef base refrigerator is ideal for restaurants, bakeries, and cafes assorted refrigerated goods. Coldline chef base refrigerators are equipped with electronic temperature control to keep the product at the perfect refrigeration point. Heavy-duty pull handles, stainless steel top, stainless steel interior, and exterior all make this unit a reliable commercial refrigerator for any food service locale.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cb36-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/chef-base-series-manual.pdf
CDD-60 60″ Refrigerated Direct Draw Beer Dispenser - 15.8 Cu. Ft.,CDD-60,1223,COLDLINE,"
                            <ul>
<li>Durable stainless steel top, interior walls, floor, and ceiling</li>
<li>Exterior construction is attractive corrosion resistant vinyl on steel in black finish</li>
<li>Refrigeration system keeps the drinks at safe temperatures between 33°F and 41°F</li>
<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency<br>
</li>
<li>Adjustable heavy-duty PVC coated shelves</li>
<li>Self-closing doors with locks</li>
<li>LED interior lighting</li>
<li>Hydro-Carbon R290 refrigerant, which is environmentally friendly and more efficient than R134a/R404a refrigerant</li>
<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/cdd-60-beer-dispenser-front-view_130x.jpg?v=1755595759,"
      This Coldline beer dispenser is ideal for bars and restaurants that need to store draft beer “on tap.” Hold barrels or wall kegs in refrigerated sections, and keep your customer’s favorite brew flowing on-demand. Coldline draft beer dispensers are equipped with electronic temperature control to keep the product at the ideal refrigeration point. Interior LED lighting, self-closing doors, and adjustable PVC shelves all make this unit a reliable commercial refrigerated beer dispenser for any bar service.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cdd-60-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/backbar-dispenser-series-manual.pdf
"DC48-B 48"" Black Curved Glass Refrigerated Deli Display Case",DC48-B,1241,COLDLINE,"
                            
<ul>
 	<li>Black coated exterior with stainless steel trim</li>
 	<li>Attractive aluminum liner with stainless steel floor</li>
 	<li>Curved front glass and sliding rear glass doors</li>
 	<li>Rounded corner design</li>
 	<li>Refrigeration system keeps food at safe temperatures</li>
 	<li>Hydro-Carbon R290 refrigerant</li>
 	<li>Electronic control system</li>
 	<li>Removable installation board</li>
 	<li>Preinstalled heavy-duty casters with brakes</li>
 	<li>Adjustable heavy-duty PVC coated shelves</li>
 	<li>LED interior lighting</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/dc48_black_angle.1125_130x.jpg?v=1755747413,"
      This Coldline DC-Series refrigerated meat and deli display case is perfect for restaurants, delis, bakeries, or cafes. It keeps your food products at safe temperatures. Featuring a 1/4 HP refrigeration system and R290 refrigerant, this deli display case unit is perfect for showcasing your products to your customers in your restaurant, diners, and deli.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/dc48-b-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/deli-case-series-manual.pdf
"DC48-SS 48"" Stainless Steel Curved Glass Refrigerated Deli Display Case",DC48-SS,1241,COLDLINE,"
                            
<ul>
 	<li>Stainless steel coated exterior</li>
 	<li>Attractive aluminum liner with stainless steel floor</li>
 	<li>Curved front glass and sliding rear glass doors</li>
 	<li>Rounded corner design</li>
 	<li>Refrigeration system keeps food at safe temperatures</li>
 	<li>Hydro-Carbon R290 refrigerant</li>
 	<li>Electronic control system</li>
 	<li>Removable installation board</li>
 	<li>Preinstalled heavy-duty casters with brakes</li>
 	<li>Adjustable heavy-duty PVC coated shelves</li>
 	<li>LED interior lighting</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/dc48_angle.1114_2_130x.jpg?v=1755747192,"
      This Coldline DC-Series refrigerated meat and deli display case is perfect for restaurants, delis, bakeries, or cafes. It keeps your food products at safe temperatures. Featuring a 1/4 HP refrigeration system and R290 refrigerant, this deli display case unit is perfect for showcasing your products to your customers in your restaurant, diners, and deli.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/dc48-ss-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/deli-case-series-manual.pdf
"MC58 58"" Single Access Cold Wall Milk Cooler Refrigerator",MC58,1248,COLDLINE,"
                            <ul>
<li>White coated steel exterior</li>
<li>Stainless steel lid and door</li>
<li>White aluminum liner with stainless steel floor</li>
<li>CFC and HCFC-free foamed-in-place polyurethane insulation</li>
<li>Single access cold wall</li>
<li>Hold the temperature between 33°F-38°F</li>
<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency</li>
<li>Preinstalled hidden casters with brakes</li>
<li>Bottom floor drain for easy cleaning</li>
<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
<li>Hydro-Carbon R290 refrigerant</li>
<li>Equipped with NEMA 5-15P plug<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/mc58_angle_130x.jpg?v=1755488745,"
      This is a dedicated cooler and commercial refrigerator designed to help school cafeterias keep milk and other dairy products cold. Store crates of milk, juice, and other beverages at the industry’s most frigid holding temperatures. With easier access and a large opening, students and staff can conveniently treat themselves with a bottle of fresh milk during breakfast or lunch. Our commercial milk fridge - which is safe for use by kids - offers unbeatable durability and unchallenged refrigeration.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/mc58-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usrbrands.com/products/mc58-58-single-access-cold-wall-milk-cooler-refrigerator
G40S-B 40” Double Glass Sliding Door Merchandising Refrigerator - Black,G40S-B,1249,COLDLINE,"
                            
<ul>
 	<li>Black coated steel exterior</li>
 	<li>Attractive aluminum liner with stainless steel floor interior</li>
 	<li>Refrigeration system maintains temperatures between 33°F and 41°F (0.5°C to 5°C)</li>
 	<li>Self-closing double pane glass door with positive seal</li>
 	<li>Adjustable heavy-duty PVC coated shelves</li>
 	<li>LED interior lighting</li>
 	<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency</li>
 	<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
 	<li>Preinstalled heavy-duty casters with brakes</li>
 	<li>Hydro-Carbon R290 refrigerant</li>
 	<li>Sliding door</li>
 	<li>Equipped with NEMA 5-15P plug</li>
</ul>

                          ",https://usrbrands.com/cdn/shop/files/g40s-showcase-angle_1_130x.jpg?v=1755594012,"
      This Coldline G40S-B 40"" commercial 2 sliding glass door merchandiser refrigerator is perfect for restaurants, delis, bakeries, or cafes. It keeps your food products at safe temperatures. Create an enticing display, attract customers, and increase sales by showcasing your products in a sleek and practical manner.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/g40s-b-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/g-d-series-merchandiser-manual.pdf
"Coldline SP60T 60"" Refrigerated Sandwich Prep Table with Cutting Board and Food Pans",SP60T,1251,COLDLINE,"
                            <ul>
<li>60.19"" two door standard top refrigerated sandwich/salad prep table</li>
<li>SS430 stainless steel exterior &amp; interior</li>
<li>Removable full length, 10"" deep cutting board</li>
<li>Includes (16) 1/6 size food pans, 304 stainless steel material</li>
<li>Self-closing swing doors, stay open past 90 degrees</li>
<li>Easily removable magnetic door gaskets</li>
<li>2 adjustable PVC-coated shelves</li>
<li>Foamed-in-place insulation keeps the interior cold</li>
<li>Pre-installed 5"" casters, two with brakes</li>
<li>Easy to use digital control and display, auto defrost<br>
</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/spt60_with-food-front_130x.jpg?v=1745835929,"
      The SP60T standard top sandwich prep refrigerator includes 16 stainless steel pans and a full length 10 inch cutting board included standard. Stainless steel interior and exterior for long lasting durability and easy cleaning. The 1/4 HP refrigeration system will keep your food in the safe zone while the self-closing doors and insulated roll top lock the cold air at 16 cu. ft. of storage offers plenty of room for storage and 2 adjustable 90 lb. shelves allow you to organize optimally. 
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/sp60t-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usrbrands.com/products/coldline-sp60t-60-refrigerated-sandwich-prep-table-with-cutting-board-and-food-pans
"XS700YX 79"" Curved Glass Display Ice Cream Freezer with LED 6 Baskets",XS700YX,1260,COLDLINE,"
                            <ul>
<li>Curved glass lid with two sliding doors</li>
<li>White painted steel with gray plastic trim exterior</li>
<li>Steel interior walls</li>
<li>Preinstalled low profile casters with brakes</li>
<li>LED interior lighting</li>
<li>Built-in lock for security</li>
<li>Plast trim and door frames</li>
<li>Rear drain plug for manual defrosting</li>
<li>Coated wire baskets included</li>
<li>Hydro-Carbon R290 refrigerant</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/xs700_130x.jpg?v=1748423016,"
      The Coldline commercial ice cream freezer is an all-round merchandiser for showcasing your frozen items. This ice cream display keeps your treats at the proper temperature, prolonging their shelf life while at the same time maximizing sales potential. LED interior lights facilitate easier visibility at all times. Four adjustable legs make it easier to position the unit in a fixed location. Even better, heat reflective door lids keep the cold air in, and the freezer features durable construction, so you get longer-lasting performance.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/xs700yx-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/coldline-one-year-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/xs500yx-xs700yx-manual.pdf
"CBB-72G 72"" Black Counter Height Narrow Glass Door Back Bar Refrigerator",CBB-72G,1301,COLDLINE,"
                            <ul>
 	<li>Swing glass doors</li>
 	<li>Durable stainless steel top, interior walls, floor and ceiling</li>
 	<li>Exterior construction is attractive corrosion resistant vinyl on steel in black finish</li>
 	<li>Refrigeration system keeps food at safe temperatures between 33°F and 41°F (0.5°C to 5°C)</li>
 	<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency</li>
 	<li>Recessed door handle</li>
 	<li>Adjustable leveling feet</li>
 	<li>Adjustable heavy-duty PVC coated shelves</li>
 	<li>Self-closing doors with locks and keys included</li>
 	<li>LED interior lighting</li>
 	<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
 	<li>Hydro-Carbon R290 refrigerant</li>
 	<li>Equipped with NEMA 5-15P plug</li>
 	<li>1 year warranty, 5 year compressor manufacturer warranty</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/cbb-72_backbar-swingdoor_angle_130x.jpg?v=1755657666,"
      This 72"" black swing glass door back bar cooler has 19.6 cubic feet of space and includes 6 corrosion-resistant shelves. The 1.5"" stainless stop can be used as a work surface or go under the counter. Brilliant LED lighting, self-closing doors with locks, and a reliable 1/4+ HP compressor rounds out an impressive spec list. Perfect for any bar or restaurant.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cbb-72g-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/backbar-dispenser-series-manual.pdf
CBB-72G-SL 72” Refrigerated Narrow Black Sliding Glass Door Back Bar Cooler,CBB-72G-SL,1301,COLDLINE,"
                            <ul>
 	<li>Durable S/S top, interior walls, floor and ceiling</li>
 	<li>Vinyl on steel in black finish exterior</li>
 	<li>Refrigeration system keeps food at safe temperatures</li>
 	<li>Electronic control system</li>
 	<li>Preinstalled heavy-duty casters with brakes</li>
 	<li>Adjustable heavy-duty PVC coated shelves</li>
 	<li>Sliding doors</li>
 	<li>Narrow depth</li>
 	<li>LED interior lighting</li>
 	<li>Removable installation board</li>
 	<li>Hydro-Carbon R290 refrigerant</li>
</ul>
                          ",https://usrbrands.com/cdn/shop/files/cbb-72_backbar-slidingdoor_angle_130x.jpg?v=1755657971,"
      This 72"" black sliding glass door back bar cooler has 19.6 cubic feet of space and includes 6 corrosion-resistant shelves. The 1.5"" stainless stop can be used as a work surface or go under the counter. Brilliant LED lighting, sliding doors with locks, and a reliable 1/4+ HP compressor rounds out an impressive spec list. Perfect for any bar or restaurant.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/cbb-72g-sl-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/backbar-dispenser-series-manual.pdf
"SP60 60"" Bain Marie Sandwich Prep Table - 16 Pans",SP60,1304,COLDLINE,"
                            <ul>
<li>Standard top model</li>
<li>Stainless steel interior and exterior</li>
<li>Refrigeration system keeps food at safe temperatures between 33°F and 41°F (0.5°C to 5°C)</li>
<li>Self-closing doors with 90-degree stay-open feature with locks and keys included</li>
<li>Adjustable heavy-duty PVC coated shelves</li>
<li>Cutting board and pans included</li>
<li>Recessed door handle</li>
<li>Electronic control system makes it easy to adjust temperature set point and defrost frequency</li>
<li>Pre-installed heavy-duty casters with brakes</li>
<li>Removable installation board makes it easy to access condenser coil for cleaning and service</li>
<li>Hydro-Carbon R290 refrigerant</li>
<li>Equipped with NEMA 5-15P plug</li>
<li>Optional glass sneeze guard</li>
</ul>
                          ",,"
      The SP 60"" refrigerated sandwich prep unit fits 16 x 1/6 size pans. Features a 10"" deep removable cutting board for easy cleaning, self-closing doors, and an insulated roll top to lock in cold air. The 15 cubic feet of storage inside includes an adjustable shelf. The 1/4+ HP refrigeration system features auto defrost and is electronically controlled to keep your food in the safe zone. Durable and easy to clean stainless steel construction. The 29.5"" depth makes it a great addition to small kitchens.
    ",https://usr-content.s3.us-east-2.amazonaws.com/coldline/sp60-specsheet.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/refrigeration-warranty.pdf,https://usr-content.s3.us-east-2.amazonaws.com/coldline/prep-table-undercounter-series-manual.pdf
